year,speaker_country,country1,country2,n_speeches,freq1,freq2,score
2011,DEU,BGR,MLT,1,2,2,2.0
2011,DEU,BGR,MNE,1,2,2,2.0
2011,DEU,BIH,FRA,1,2,2,2.0
2011,DEU,BIH,GRC,1,2,2,2.0
2011,DEU,CZE,LTU,1,2,2,2.0
2011,DEU,BIH,PER,1,2,2,2.0
2011,DEU,BIH,PRT,1,2,2,2.0
2011,DEU,BIH,ROU,1,2,2,2.0
2011,DEU,BIH,SVK,1,2,2,2.0
2011,DEU,BIH,SVN,1,2,2,2.0
2011,DEU,BIH,SWE,1,2,2,2.0
2011,DEU,BIH,TCD,1,2,2,2.0
2011,DEU,BIH,TLS,1,2,2,2.0
2011,DEU,BIH,UKR,1,2,2,2.0
2011,DEU,BIH,USA,1,2,2,2.0
2011,DEU,BIH,WSM,1,2,2,2.0
2011,DEU,CAN,CHE,1,2,2,2.0
2011,DEU,CAN,CHL,1,2,2,2.0
2011,DEU,CAN,CRI,1,2,2,2.0
2011,DEU,CAN,CZE,1,2,2,2.0
2011,DEU,CAN,DNK,1,2,2,2.0
2011,DEU,CAN,ESP,1,2,2,2.0
2011,DEU,CAN,EST,1,2,2,2.0
2011,DEU,CAN,FIN,1,2,2,2.0
2011,DEU,CAN,FRA,1,2,2,2.0
2011,DEU,BIH,POL,1,2,2,2.0
2011,DEU,BIH,NZL,1,2,2,2.0
2011,DEU,BIH,GTM,1,2,2,2.0
2011,DEU,BIH,NOR,1,2,2,2.0
2011,DEU,BIH,HND,1,2,2,2.0
2011,DEU,BIH,HRV,1,2,2,2.0
2011,DEU,BIH,HUN,1,2,2,2.0
2011,DEU,BIH,IRL,1,2,2,2.0
2011,DEU,BIH,ISL,1,2,2,2.0
2011,DEU,BIH,ISR,1,2,2,2.0
2011,DEU,BIH,ITA,1,2,2,2.0
2011,DEU,BIH,JPN,1,2,2,2.0
2011,DEU,BIH,KAZ,1,2,2,2.0
2011,DEU,BIH,LIE,1,2,2,2.0
2011,DEU,BIH,LTU,1,2,2,2.0
2011,DEU,BIH,LUX,1,2,2,2.0
2011,DEU,BIH,LVA,1,2,2,2.0
2011,DEU,BIH,MCO,1,2,2,2.0
2011,DEU,BIH,MDA,1,2,2,2.0
2011,DEU,BIH,MEX,1,2,2,2.0
2011,DEU,BIH,MLT,1,2,2,2.0
2011,DEU,BIH,MNE,1,2,2,2.0
2011,DEU,BIH,NGA,1,2,2,2.0
2011,DEU,BGR,GRC,1,2,2,2.0
2011,DEU,BGR,GAB,1,2,2,2.0
2011,DEU,BGR,FRA,1,2,2,2.0
2011,DEU,BEL,POL,1,2,2,2.0
2011,DEU,BEL,ROU,1,2,2,2.0
2011,DEU,BEL,SVK,1,2,2,2.0
2011,DEU,BEL,SVN,1,2,2,2.0
2011,DEU,BEL,SWE,1,2,2,2.0
2011,DEU,BEL,TCD,1,2,2,2.0
2011,DEU,BEL,UKR,1,2,2,2.0
2011,DEU,BEL,USA,1,2,2,2.0
2011,DEU,BEL,WSM,1,2,2,2.0
2011,DEU,BEN,BGR,1,2,2,2.0
2011,DEU,BEN,BIH,1,2,2,2.0
2011,DEU,BEN,CAN,1,2,2,2.0
2011,DEU,BEN,CHE,1,2,2,2.0
2011,DEU,BEN,CHL,1,2,2,2.0
2011,DEU,BEN,CRI,1,2,2,2.0
2011,DEU,BEN,CZE,1,2,2,2.0
2011,DEU,BEN,DNK,1,2,2,2.0
2011,DEU,BEN,ESP,1,2,2,2.0
2011,DEU,BEN,EST,1,2,2,2.0
2011,DEU,BEN,FIN,1,2,2,2.0
2011,DEU,BEL,PRT,1,2,2,2.0
2011,DEU,BEL,PER,1,2,2,2.0
2011,DEU,BGR,FIN,1,2,2,2.0
2011,DEU,BEL,NZL,1,2,2,2.0
2011,DEU,BEL,HRV,1,2,2,2.0
2011,DEU,BEL,HUN,1,2,2,2.0
2011,DEU,BEL,IRL,1,2,2,2.0
2011,DEU,BEL,ISL,1,2,2,2.0
2011,DEU,BEL,ISR,1,2,2,2.0
2011,DEU,BEL,ITA,1,2,2,2.0
2011,DEU,BEL,JPN,1,2,2,2.0
2011,DEU,BEL,KAZ,1,2,2,2.0
2011,DEU,BEL,LIE,1,2,2,2.0
2011,DEU,BEL,LTU,1,2,2,2.0
2011,DEU,BEL,LUX,1,2,2,2.0
2011,DEU,BEL,LVA,1,2,2,2.0
2011,DEU,BEL,MCO,1,2,2,2.0
2011,DEU,BEL,MDA,1,2,2,2.0
2011,DEU,BEL,MEX,1,2,2,2.0
2011,DEU,BEL,MLT,1,2,2,2.0
2011,DEU,BEL,MNE,1,2,2,2.0
2011,DEU,BEL,NGA,1,2,2,2.0
2011,DEU,BEL,NOR,1,2,2,2.0
2011,DEU,BEN,FRA,1,2,2,2.0
2011,DEU,BEN,GAB,1,2,2,2.0
2011,DEU,BEN,GRC,1,2,2,2.0
2011,DEU,BEN,GTM,1,2,2,2.0
2011,DEU,BEN,POL,1,2,2,2.0
2011,DEU,BEN,PRT,1,2,2,2.0
2011,DEU,BEN,ROU,1,2,2,2.0
2011,DEU,BEN,SVK,1,2,2,2.0
2011,DEU,BEN,SVN,1,2,2,2.0
2011,DEU,BEN,SWE,1,2,2,2.0
2011,DEU,BEN,TCD,1,2,2,2.0
2011,DEU,BEN,UKR,1,2,2,2.0
2011,DEU,BEN,USA,1,2,2,2.0
2011,DEU,BEN,WSM,1,2,2,2.0
2011,DEU,BGR,BIH,1,2,2,2.0
2011,DEU,BGR,CAN,1,2,2,2.0
2011,DEU,BGR,CHE,1,2,2,2.0
2011,DEU,BGR,CHL,1,2,2,2.0
2011,DEU,BGR,CRI,1,2,2,2.0
2011,DEU,BGR,CZE,1,2,2,2.0
2011,DEU,BGR,DNK,1,2,2,2.0
2011,DEU,BGR,ESP,1,2,2,2.0
2011,DEU,BGR,EST,1,2,2,2.0
2011,DEU,BEN,PER,1,2,2,2.0
2011,DEU,BEN,NZL,1,2,2,2.0
2011,DEU,BEN,NOR,1,2,2,2.0
2011,DEU,BEN,KAZ,1,2,2,2.0
2011,DEU,BEN,HND,1,2,2,2.0
2011,DEU,BEN,HRV,1,2,2,2.0
2011,DEU,BEN,HUN,1,2,2,2.0
2011,DEU,BEN,IRL,1,2,2,2.0
2011,DEU,BEN,ISL,1,2,2,2.0
2011,DEU,BEN,ISR,1,2,2,2.0
2011,DEU,BEN,ITA,1,2,2,2.0
2011,DEU,BEN,JPN,1,2,2,2.0
2011,DEU,BEN,LIE,1,2,2,2.0
2011,DEU,BEN,NGA,1,2,2,2.0
2011,DEU,BEN,LTU,1,2,2,2.0
2011,DEU,BEN,LUX,1,2,2,2.0
2011,DEU,BEN,LVA,1,2,2,2.0
2011,DEU,BEN,MCO,1,2,2,2.0
2011,DEU,BEN,MDA,1,2,2,2.0
2011,DEU,BEN,MEX,1,2,2,2.0
2011,DEU,BEN,MLT,1,2,2,2.0
2011,DEU,BEN,MNE,1,2,2,2.0
2011,DEU,CAN,GAB,1,2,2,2.0
2011,DEU,CAN,GRC,1,2,2,2.0
2011,DEU,CAN,GTM,1,2,2,2.0
2011,DEU,CHL,TCD,1,2,2,2.0
2011,DEU,CHL,USA,1,2,2,2.0
2011,DEU,CHL,WSM,1,2,2,2.0
2011,DEU,CIV,FRA,1,2,2,2.0
2011,DEU,CIV,USA,1,2,2,2.0
2011,DEU,COG,SSD,1,2,2,2.0
2011,DEU,CRI,CZE,1,2,2,2.0
2011,DEU,CRI,DNK,1,2,2,2.0
2011,DEU,CRI,ESP,1,2,2,2.0
2011,DEU,CRI,EST,1,2,2,2.0
2011,DEU,CRI,FIN,1,2,2,2.0
2011,DEU,CRI,FRA,1,2,2,2.0
2011,DEU,CRI,GAB,1,2,2,2.0
2011,DEU,CRI,GRC,1,2,2,2.0
2011,DEU,CRI,GTM,1,2,2,2.0
2011,DEU,CRI,HND,1,2,2,2.0
2011,DEU,CRI,HRV,1,2,2,2.0
2011,DEU,CRI,HUN,1,2,2,2.0
2011,DEU,CRI,IRL,1,2,2,2.0
2011,DEU,CRI,ISL,1,2,2,2.0
2011,DEU,CHL,UKR,1,2,2,2.0
2011,DEU,CHL,SWE,1,2,2,2.0
2011,DEU,CHL,ISR,1,2,2,2.0
2011,DEU,CHL,SVN,1,2,2,2.0
2011,DEU,CHL,JPN,1,2,2,2.0
2011,DEU,CHL,KAZ,1,2,2,2.0
2011,DEU,CHL,LIE,1,2,2,2.0
2011,DEU,CHL,LTU,1,2,2,2.0
2011,DEU,CHL,LUX,1,2,2,2.0
2011,DEU,CHL,LVA,1,2,2,2.0
2011,DEU,CHL,MCO,1,2,2,2.0
2011,DEU,CHL,MDA,1,2,2,2.0
2011,DEU,CHL,MEX,1,2,2,2.0
2011,DEU,CHL,MLT,1,2,2,2.0
2011,DEU,CHL,MNE,1,2,2,2.0
2011,DEU,CHL,NGA,1,2,2,2.0
2011,DEU,CHL,NOR,1,2,2,2.0
2011,DEU,CHL,NZL,1,2,2,2.0
2011,DEU,CHL,PER,1,2,2,2.0
2011,DEU,CHL,POL,1,2,2,2.0
2011,DEU,CHL,PRT,1,2,2,2.0
2011,DEU,CHL,ROU,1,2,2,2.0
2011,DEU,CHL,SVK,1,2,2,2.0
2011,DEU,CRI,ISR,1,2,2,2.0
2011,DEU,CRI,ITA,1,2,2,2.0
2011,DEU,CRI,JPN,1,2,2,2.0
2011,DEU,CRI,KAZ,1,2,2,2.0
2011,DEU,CRI,WSM,1,2,2,2.0
2011,DEU,CZE,DNK,1,2,2,2.0
2011,DEU,CZE,ESP,1,2,2,2.0
2011,DEU,CZE,EST,1,2,2,2.0
2011,DEU,CZE,FIN,1,2,2,2.0
2011,DEU,CZE,FRA,1,2,2,2.0
2011,DEU,CZE,GAB,1,2,2,2.0
2011,DEU,CZE,GRC,1,2,2,2.0
2011,DEU,CZE,GTM,1,2,2,2.0
2011,DEU,CZE,HND,1,2,2,2.0
2011,DEU,CZE,HRV,1,2,2,2.0
2011,DEU,CZE,HUN,1,2,2,2.0
2011,DEU,CZE,IRL,1,2,2,2.0
2011,DEU,CZE,ISL,1,2,2,2.0
2011,DEU,CZE,ISR,1,2,2,2.0
2011,DEU,CZE,ITA,1,2,2,2.0
2011,DEU,CZE,JPN,1,2,2,2.0
2011,DEU,CZE,KAZ,1,2,2,2.0
2011,DEU,CZE,LIE,1,2,2,2.0
2011,DEU,CRI,USA,1,2,2,2.0
2011,DEU,CRI,UKR,1,2,2,2.0
2011,DEU,CRI,TCD,1,2,2,2.0
2011,DEU,CRI,MNE,1,2,2,2.0
2011,DEU,CRI,LIE,1,2,2,2.0
2011,DEU,CRI,LTU,1,2,2,2.0
2011,DEU,CRI,LUX,1,2,2,2.0
2011,DEU,CRI,LVA,1,2,2,2.0
2011,DEU,CRI,MCO,1,2,2,2.0
2011,DEU,CRI,MDA,1,2,2,2.0
2011,DEU,CRI,MEX,1,2,2,2.0
2011,DEU,CRI,MLT,1,2,2,2.0
2011,DEU,CRI,NGA,1,2,2,2.0
2011,DEU,CRI,SWE,1,2,2,2.0
2011,DEU,CRI,NOR,1,2,2,2.0
2011,DEU,CRI,NZL,1,2,2,2.0
2011,DEU,CRI,PER,1,2,2,2.0
2011,DEU,CRI,POL,1,2,2,2.0
2011,DEU,CRI,PRT,1,2,2,2.0
2011,DEU,CRI,ROU,1,2,2,2.0
2011,DEU,CRI,SVK,1,2,2,2.0
2011,DEU,CRI,SVN,1,2,2,2.0
2011,DEU,CHL,ITA,1,2,2,2.0
2011,DEU,CHL,ISL,1,2,2,2.0
2011,DEU,CAN,HND,1,2,2,2.0
2011,DEU,CAN,POL,1,2,2,2.0
2011,DEU,CAN,ROU,1,2,2,2.0
2011,DEU,CAN,SVK,1,2,2,2.0
2011,DEU,CAN,SVN,1,2,2,2.0
2011,DEU,CAN,SWE,1,2,2,2.0
2011,DEU,CAN,TCD,1,2,2,2.0
2011,DEU,CAN,UKR,1,2,2,2.0
2011,DEU,CAN,USA,1,2,2,2.0
2011,DEU,CAN,WSM,1,2,2,2.0
2011,DEU,CHE,CHL,1,2,2,2.0
2011,DEU,CHE,CRI,1,2,2,2.0
2011,DEU,CHE,CZE,1,2,2,2.0
2011,DEU,CHE,DNK,1,2,2,2.0
2011,DEU,CHE,ESP,1,2,2,2.0
2011,DEU,CHE,EST,1,2,2,2.0
2011,DEU,CHE,FIN,1,2,2,2.0
2011,DEU,CHE,FRA,1,2,2,2.0
2011,DEU,CHE,GAB,1,2,2,2.0
2011,DEU,CHE,GRC,1,2,2,2.0
2011,DEU,CHE,GTM,1,2,2,2.0
2011,DEU,CAN,PRT,1,2,2,2.0
2011,DEU,CAN,PER,1,2,2,2.0
2011,DEU,CHL,IRL,1,2,2,2.0
2011,DEU,CAN,NZL,1,2,2,2.0
2011,DEU,CAN,HRV,1,2,2,2.0
2011,DEU,CAN,HUN,1,2,2,2.0
2011,DEU,CAN,IRL,1,2,2,2.0
2011,DEU,CAN,ISL,1,2,2,2.0
2011,DEU,CAN,ISR,1,2,2,2.0
2011,DEU,CAN,ITA,1,2,2,2.0
2011,DEU,CAN,JPN,1,2,2,2.0
2011,DEU,CAN,KAZ,1,2,2,2.0
2011,DEU,CAN,LIE,1,2,2,2.0
2011,DEU,CAN,LTU,1,2,2,2.0
2011,DEU,CAN,LUX,1,2,2,2.0
2011,DEU,CAN,LVA,1,2,2,2.0
2011,DEU,CAN,MCO,1,2,2,2.0
2011,DEU,CAN,MDA,1,2,2,2.0
2011,DEU,CAN,MEX,1,2,2,2.0
2011,DEU,CAN,MLT,1,2,2,2.0
2011,DEU,CAN,MNE,1,2,2,2.0
2011,DEU,CAN,NGA,1,2,2,2.0
2011,DEU,CAN,NOR,1,2,2,2.0
2011,DEU,CHE,HND,1,2,2,2.0
2011,DEU,CHE,HRV,1,2,2,2.0
2011,DEU,CHE,HUN,1,2,2,2.0
2011,DEU,CHE,IRL,1,2,2,2.0
2011,DEU,CHE,SVN,1,2,2,2.0
2011,DEU,CHE,SWE,1,2,2,2.0
2011,DEU,CHE,TCD,1,2,2,2.0
2011,DEU,CHE,UKR,1,2,2,2.0
2011,DEU,CHE,USA,1,2,2,2.0
2011,DEU,CHE,WSM,1,2,2,2.0
2011,DEU,CHL,CRI,1,2,2,2.0
2011,DEU,CHL,CZE,1,2,2,2.0
2011,DEU,CHL,DNK,1,2,2,2.0
2011,DEU,CHL,ESP,1,2,2,2.0
2011,DEU,CHL,EST,1,2,2,2.0
2011,DEU,CHL,FIN,1,2,2,2.0
2011,DEU,CHL,FRA,1,2,2,2.0
2011,DEU,CHL,GAB,1,2,2,2.0
2011,DEU,CHL,GRC,1,2,2,2.0
2011,DEU,CHL,GTM,1,2,2,2.0
2011,DEU,CHL,HND,1,2,2,2.0
2011,DEU,CHL,HRV,1,2,2,2.0
2011,DEU,CHL,HUN,1,2,2,2.0
2011,DEU,CHE,SVK,1,2,2,2.0
2011,DEU,CHE,ROU,1,2,2,2.0
2011,DEU,CHE,PRT,1,2,2,2.0
2011,DEU,CHE,LVA,1,2,2,2.0
2011,DEU,CHE,ISL,1,2,2,2.0
2011,DEU,CHE,ISR,1,2,2,2.0
2011,DEU,CHE,ITA,1,2,2,2.0
2011,DEU,CHE,JPN,1,2,2,2.0
2011,DEU,CHE,KAZ,1,2,2,2.0
2011,DEU,CHE,LIE,1,2,2,2.0
2011,DEU,CHE,LTU,1,2,2,2.0
2011,DEU,CHE,LUX,1,2,2,2.0
2011,DEU,CHE,MCO,1,2,2,2.0
2011,DEU,CHE,POL,1,2,2,2.0
2011,DEU,CHE,MDA,1,2,2,2.0
2011,DEU,CHE,MEX,1,2,2,2.0
2011,DEU,CHE,MLT,1,2,2,2.0
2011,DEU,CHE,MNE,1,2,2,2.0
2011,DEU,CHE,NGA,1,2,2,2.0
2011,DEU,CHE,NOR,1,2,2,2.0
2011,DEU,CHE,NZL,1,2,2,2.0
2011,DEU,CHE,PER,1,2,2,2.0
2011,BRA,LIE,ZWE,1,2,2,2.0
2011,BRA,LIE,VNM,1,2,2,2.0
2011,BRA,AZE,VEN,1,2,2,2.0
2011,BRA,CHL,YEM,1,2,2,2.0
2011,BRA,COG,CRI,1,2,2,2.0
2011,BRA,COG,IND,1,2,2,2.0
2011,BRA,COM,CRI,1,2,2,2.0
2011,BRA,COM,CUB,1,2,2,2.0
2011,BRA,COM,DJI,1,2,2,2.0
2011,BRA,COM,DZA,1,2,2,2.0
2011,BRA,COM,ECU,1,2,2,2.0
2011,BRA,COM,EGY,1,2,2,2.0
2011,BRA,COM,FIN,1,2,2,2.0
2011,BRA,COM,GIN,1,2,2,2.0
2011,BRA,COM,GRC,1,2,2,2.0
2011,BRA,COM,GRD,1,2,2,2.0
2011,BRA,COM,GTM,1,2,2,2.0
2011,BRA,COM,GUY,1,2,2,2.0
2011,BRA,COM,IDN,1,2,2,2.0
2011,BRA,COM,IRL,1,2,2,2.0
2011,BRA,COM,IRQ,1,2,2,2.0
2011,BRA,COM,ISL,1,2,2,2.0
2011,BRA,COM,ISR,1,2,2,2.0
2011,BRA,CHL,ZWE,1,2,2,2.0
2011,BRA,CHL,VNM,1,2,2,2.0
2011,BRA,COM,KWT,1,2,2,2.0
2011,BRA,CHL,VEN,1,2,2,2.0
2011,BRA,CHL,PAK,1,2,2,2.0
2011,BRA,CHL,PER,1,2,2,2.0
2011,BRA,CHL,PHL,1,2,2,2.0
2011,BRA,CHL,PNG,1,2,2,2.0
2011,BRA,CHL,PSE,1,2,2,2.0
2011,BRA,CHL,QAT,1,2,2,2.0
2011,BRA,CHL,SAU,1,2,2,2.0
2011,BRA,CHL,SDN,1,2,2,2.0
2011,BRA,CHL,SEN,1,2,2,2.0
2011,BRA,CHL,SOM,1,2,2,2.0
2011,BRA,CHL,SRB,1,2,2,2.0
2011,BRA,CHL,SVN,1,2,2,2.0
2011,BRA,CHL,SWE,1,2,2,2.0
2011,BRA,CHL,TJK,1,2,2,2.0
2011,BRA,CHL,TKM,1,2,2,2.0
2011,BRA,CHL,TUN,1,2,2,2.0
2011,BRA,CHL,TUR,1,2,2,2.0
2011,BRA,CHL,URY,1,2,2,2.0
2011,BRA,CHL,VCT,1,2,2,2.0
2011,BRA,COM,JOR,1,2,2,2.0
2011,BRA,COM,LAO,1,2,2,2.0
2011,BRA,CRI,GTM,1,2,2,2.0
2011,BRA,COM,SRB,1,2,2,2.0
2011,BRA,COM,SWE,1,2,2,2.0
2011,BRA,COM,TJK,1,2,2,2.0
2011,BRA,COM,TKM,1,2,2,2.0
2011,BRA,COM,TUN,1,2,2,2.0
2011,BRA,COM,TUR,1,2,2,2.0
2011,BRA,COM,URY,1,2,2,2.0
2011,BRA,COM,VCT,1,2,2,2.0
2011,BRA,COM,VEN,1,2,2,2.0
2011,BRA,COM,VNM,1,2,2,2.0
2011,BRA,COM,YEM,1,2,2,2.0
2011,BRA,COM,ZWE,1,2,2,2.0
2011,BRA,CRI,CUB,1,2,2,2.0
2011,BRA,CRI,DJI,1,2,2,2.0
2011,BRA,CRI,DZA,1,2,2,2.0
2011,BRA,CRI,ECU,1,2,2,2.0
2011,BRA,CRI,EGY,1,2,2,2.0
2011,BRA,CRI,FIN,1,2,2,2.0
2011,BRA,CRI,GIN,1,2,2,2.0
2011,BRA,CRI,GRC,1,2,2,2.0
2011,BRA,COM,SVN,1,2,2,2.0
2011,BRA,COM,SOM,1,2,2,2.0
2011,BRA,COM,LIE,1,2,2,2.0
2011,BRA,COM,SEN,1,2,2,2.0
2011,BRA,COM,LUX,1,2,2,2.0
2011,BRA,COM,MAR,1,2,2,2.0
2011,BRA,COM,MEX,1,2,2,2.0
2011,BRA,COM,MLI,1,2,2,2.0
2011,BRA,COM,MLT,1,2,2,2.0
2011,BRA,COM,MRT,1,2,2,2.0
2011,BRA,COM,MYS,1,2,2,2.0
2011,BRA,COM,NAM,1,2,2,2.0
2011,BRA,COM,NIC,1,2,2,2.0
2011,BRA,COM,NOR,1,2,2,2.0
2011,BRA,COM,OMN,1,2,2,2.0
2011,BRA,COM,PAK,1,2,2,2.0
2011,BRA,COM,PER,1,2,2,2.0
2011,BRA,COM,PHL,1,2,2,2.0
2011,BRA,COM,PNG,1,2,2,2.0
2011,BRA,COM,PSE,1,2,2,2.0
2011,BRA,COM,QAT,1,2,2,2.0
2011,BRA,COM,SAU,1,2,2,2.0
2011,BRA,COM,SDN,1,2,2,2.0
2011,BRA,CHL,OMN,1,2,2,2.0
2011,BRA,CHL,NOR,1,2,2,2.0
2011,BRA,CHL,NIC,1,2,2,2.0
2011,BRA,CHE,KWT,1,2,2,2.0
2011,BRA,CHE,LIE,1,2,2,2.0
2011,BRA,CHE,LUX,1,2,2,2.0
2011,BRA,CHE,MAR,1,2,2,2.0
2011,BRA,CHE,MEX,1,2,2,2.0
2011,BRA,CHE,MLI,1,2,2,2.0
2011,BRA,CHE,MLT,1,2,2,2.0
2011,BRA,CHE,MRT,1,2,2,2.0
2011,BRA,CHE,MYS,1,2,2,2.0
2011,BRA,CHE,NAM,1,2,2,2.0
2011,BRA,CHE,NIC,1,2,2,2.0
2011,BRA,CHE,NOR,1,2,2,2.0
2011,BRA,CHE,OMN,1,2,2,2.0
2011,BRA,CHE,PAK,1,2,2,2.0
2011,BRA,CHE,PER,1,2,2,2.0
2011,BRA,CHE,PHL,1,2,2,2.0
2011,BRA,CHE,PNG,1,2,2,2.0
2011,BRA,CHE,PSE,1,2,2,2.0
2011,BRA,CHE,QAT,1,2,2,2.0
2011,BRA,CHE,SAU,1,2,2,2.0
2011,BRA,CHE,LAO,1,2,2,2.0
2011,BRA,CHE,JOR,1,2,2,2.0
2011,BRA,CHL,NAM,1,2,2,2.0
2011,BRA,CHE,ISR,1,2,2,2.0
2011,BRA,BWA,ZWE,1,2,2,2.0
2011,BRA,CHE,CHL,1,2,2,2.0
2011,BRA,CHE,COM,1,2,2,2.0
2011,BRA,CHE,CRI,1,2,2,2.0
2011,BRA,CHE,CUB,1,2,2,2.0
2011,BRA,CHE,DJI,1,2,2,2.0
2011,BRA,CHE,DZA,1,2,2,2.0
2011,BRA,CHE,ECU,1,2,2,2.0
2011,BRA,CHE,EGY,1,2,2,2.0
2011,BRA,CHE,FIN,1,2,2,2.0
2011,BRA,CHE,GIN,1,2,2,2.0
2011,BRA,CHE,GRC,1,2,2,2.0
2011,BRA,CHE,GRD,1,2,2,2.0
2011,BRA,CHE,GTM,1,2,2,2.0
2011,BRA,CHE,GUY,1,2,2,2.0
2011,BRA,CHE,IDN,1,2,2,2.0
2011,BRA,CHE,IRL,1,2,2,2.0
2011,BRA,CHE,IRQ,1,2,2,2.0
2011,BRA,CHE,ISL,1,2,2,2.0
2011,BRA,CHE,SDN,1,2,2,2.0
2011,BRA,CHE,SEN,1,2,2,2.0
2011,BRA,CHE,SOM,1,2,2,2.0
2011,BRA,CHE,SRB,1,2,2,2.0
2011,BRA,CHL,GRD,1,2,2,2.0
2011,BRA,CHL,GTM,1,2,2,2.0
2011,BRA,CHL,GUY,1,2,2,2.0
2011,BRA,CHL,IDN,1,2,2,2.0
2011,BRA,CHL,IRL,1,2,2,2.0
2011,BRA,CHL,IRQ,1,2,2,2.0
2011,BRA,CHL,ISL,1,2,2,2.0
2011,BRA,CHL,ISR,1,2,2,2.0
2011,BRA,CHL,JOR,1,2,2,2.0
2011,BRA,CHL,KWT,1,2,2,2.0
2011,BRA,CHL,LAO,1,2,2,2.0
2011,BRA,CHL,LIE,1,2,2,2.0
2011,BRA,CHL,LUX,1,2,2,2.0
2011,BRA,CHL,MAR,1,2,2,2.0
2011,BRA,CHL,MEX,1,2,2,2.0
2011,BRA,CHL,MLI,1,2,2,2.0
2011,BRA,CHL,MLT,1,2,2,2.0
2011,BRA,CHL,MRT,1,2,2,2.0
2011,BRA,CHL,MYS,1,2,2,2.0
2011,BRA,CHL,GRC,1,2,2,2.0
2011,BRA,CHL,GIN,1,2,2,2.0
2011,BRA,CHL,FIN,1,2,2,2.0
2011,BRA,CHE,VEN,1,2,2,2.0
2011,BRA,CHE,SVN,1,2,2,2.0
2011,BRA,CHE,SWE,1,2,2,2.0
2011,BRA,CHE,TJK,1,2,2,2.0
2011,BRA,CHE,TKM,1,2,2,2.0
2011,BRA,CHE,TUN,1,2,2,2.0
2011,BRA,CHE,TUR,1,2,2,2.0
2011,BRA,CHE,URY,1,2,2,2.0
2011,BRA,CHE,VCT,1,2,2,2.0
2011,BRA,CHE,VNM,1,2,2,2.0
2011,BRA,CHL,EGY,1,2,2,2.0
2011,BRA,CHE,YEM,1,2,2,2.0
2011,BRA,CHE,ZWE,1,2,2,2.0
2011,BRA,CHL,COM,1,2,2,2.0
2011,BRA,CHL,CRI,1,2,2,2.0
2011,BRA,CHL,CUB,1,2,2,2.0
2011,BRA,CHL,DJI,1,2,2,2.0
2011,BRA,CHL,DZA,1,2,2,2.0
2011,BRA,CHL,ECU,1,2,2,2.0
2011,BRA,CRI,GRD,1,2,2,2.0
2011,BRA,CRI,GUY,1,2,2,2.0
2011,BRA,DZA,PSE,1,2,2,2.0
2011,BRA,DJI,LAO,1,2,2,2.0
2011,BRA,DJI,LUX,1,2,2,2.0
2011,BRA,DJI,MAR,1,2,2,2.0
2011,BRA,DJI,MEX,1,2,2,2.0
2011,BRA,DJI,MLI,1,2,2,2.0
2011,BRA,DJI,MLT,1,2,2,2.0
2011,BRA,DJI,MRT,1,2,2,2.0
2011,BRA,DJI,MYS,1,2,2,2.0
2011,BRA,DJI,NAM,1,2,2,2.0
2011,BRA,DJI,NIC,1,2,2,2.0
2011,BRA,DJI,NOR,1,2,2,2.0
2011,BRA,DJI,OMN,1,2,2,2.0
2011,BRA,DJI,PAK,1,2,2,2.0
2011,BRA,DJI,PER,1,2,2,2.0
2011,BRA,DJI,PHL,1,2,2,2.0
2011,BRA,DJI,PNG,1,2,2,2.0
2011,BRA,DJI,PSE,1,2,2,2.0
2011,BRA,DJI,QAT,1,2,2,2.0
2011,BRA,DJI,SAU,1,2,2,2.0
2011,BRA,DJI,SDN,1,2,2,2.0
2011,BRA,DJI,LIE,1,2,2,2.0
2011,BRA,DJI,KWT,1,2,2,2.0
2011,BRA,DJI,SOM,1,2,2,2.0
2011,BRA,DJI,JOR,1,2,2,2.0
2011,BRA,CUB,VCT,1,2,2,2.0
2011,BRA,CUB,VEN,1,2,2,2.0
2011,BRA,CUB,VNM,1,2,2,2.0
2011,BRA,CUB,YEM,1,2,2,2.0
2011,BRA,CUB,ZWE,1,2,2,2.0
2011,BRA,DJI,DZA,1,2,2,2.0
2011,BRA,DJI,ECU,1,2,2,2.0
2011,BRA,DJI,EGY,1,2,2,2.0
2011,BRA,DJI,FIN,1,2,2,2.0
2011,BRA,DJI,GIN,1,2,2,2.0
2011,BRA,DJI,GRC,1,2,2,2.0
2011,BRA,DJI,GRD,1,2,2,2.0
2011,BRA,DJI,GTM,1,2,2,2.0
2011,BRA,DJI,GUY,1,2,2,2.0
2011,BRA,DJI,IDN,1,2,2,2.0
2011,BRA,DJI,IRL,1,2,2,2.0
2011,BRA,DJI,IRQ,1,2,2,2.0
2011,BRA,DJI,ISL,1,2,2,2.0
2011,BRA,DJI,ISR,1,2,2,2.0
2011,BRA,DJI,SEN,1,2,2,2.0
2011,BRA,DJI,SRB,1,2,2,2.0
2011,BRA,CRI,IDN,1,2,2,2.0
2011,BRA,DZA,IRQ,1,2,2,2.0
2011,BRA,DZA,ISR,1,2,2,2.0
2011,BRA,DZA,JOR,1,2,2,2.0
2011,BRA,DZA,KWT,1,2,2,2.0
2011,BRA,DZA,LAO,1,2,2,2.0
2011,BRA,DZA,LIE,1,2,2,2.0
2011,BRA,DZA,LUX,1,2,2,2.0
2011,BRA,DZA,MAR,1,2,2,2.0
2011,BRA,DZA,MEX,1,2,2,2.0
