country1,country2,n_speeches,freq1,freq2,score
BEN,CAN,2,4,4,4.0
CIV,CRI,2,4,4,4.0
BEN,BIH,2,4,4,4.0
BEN,ESP,2,4,4,4.0
AGO,URY,2,4,4,4.0
AGO,QAT,2,4,4,4.0
SAU,SYR,2,4,4,4.0
BEN,FIN,2,4,4,4.0
BEN,EST,2,4,4,4.0
CUB,LUX,2,4,4,4.0
CUB,MHL,2,4,4,4.0
JOR,SMR,2,4,4,4.0
SAU,THA,2,4,4,4.0
CUB,MLT,2,4,4,4.0
JOR,SVK,2,4,4,4.0
RWA,URY,2,4,4,4.0
SAU,SRB,2,4,4,4.0
SAU,SOM,2,4,4,4.0
IRQ,PNG,2,4,4,4.0
JOR,SWE,2,4,4,4.0
AGO,SVN,2,4,4,4.0
CIV,IRN,1,4,4,4.0
RWA,YEM,2,4,4,4.0
KOR,QAT,2,4,4,4.0
BWA,TUN,2,4,4,4.0
HUN,JAM,2,4,4,4.0
MKD,NGA,2,4,4,4.0
MHL,PAN,2,4,4,4.0
BIH,NAM,2,4,4,4.0
FRA,WSM,2,4,4,4.0
BLR,SVK,2,4,4,4.0
FSM,GEO,2,4,4,4.0
MHL,NLD,2,4,4,4.0
MHL,NIC,2,4,4,4.0
AUT,PNG,2,4,4,4.0
LTU,NAM,2,4,4,4.0
BIH,PER,2,4,4,4.0
GRC,MMR,2,4,4,4.0
FSM,HRV,2,4,4,4.0
GRC,MLI,2,4,4,4.0
FSM,HUN,2,4,4,4.0
AUT,PAN,2,4,4,4.0
AUT,OMN,2,4,4,4.0
FSM,ISL,2,4,4,4.0
GRC,OMN,2,4,4,4.0
MHL,POL,2,4,4,4.0
MHL,PRT,2,4,4,4.0
MHL,SDN,2,4,4,4.0
MKD,MNG,2,4,4,4.0
MHL,YEM,2,4,4,4.0
MHL,VNM,2,4,4,4.0
MHL,THA,2,4,4,4.0
MHL,SYC,2,4,4,4.0
FRA,SMR,2,4,4,4.0
MHL,SWE,2,4,4,4.0
BLR,UGA,2,4,4,4.0
BLR,TUN,2,4,4,4.0
FRA,SYC,2,4,4,4.0
FRA,THA,2,4,4,4.0
MHL,SAU,2,4,4,4.0
BIH,MDA,2,4,4,4.0
MHL,ROU,2,4,4,4.0
MHL,QAT,2,4,4,4.0
BIH,MEX,2,4,4,4.0
BIH,SGP,2,4,4,4.0
LTU,PAN,2,4,4,4.0
FSM,ISR,2,4,4,4.0
ARM,NGA,2,4,4,4.0
ARM,MNE,2,4,4,4.0
GRC,GUY,2,4,4,4.0
MEX,SAU,2,4,4,4.0
LTU,SLV,2,4,4,4.0
FSM,PRT,2,4,4,4.0
FSM,ROU,2,4,4,4.0
GNQ,TUR,2,4,4,4.0
MEX,PNG,2,4,4,4.0
MEX,SGP,2,4,4,4.0
FSM,SGP,2,4,4,4.0
FSM,SMR,2,4,4,4.0
AUT,MLI,2,4,4,4.0
GNQ,SRB,2,4,4,4.0
GNQ,SOM,2,4,4,4.0
FSM,SVN,2,4,4,4.0
FSM,SWE,2,4,4,4.0
FSM,NLD,2,4,4,4.0
FSM,MNG,2,4,4,4.0
FSM,ITA,2,4,4,4.0
MEX,TCD,2,4,4,4.0
MEX,YEM,2,4,4,4.0
FSM,KAZ,2,4,4,4.0
FSM,KOR,2,4,4,4.0
FSM,KWT,2,4,4,4.0
ARM,MAR,2,4,4,4.0
LTU,PNG,2,4,4,4.0
FSM,LUX,2,4,4,4.0
MEX,SOM,2,4,4,4.0
LTU,SAU,2,4,4,4.0
FSM,MKD,2,4,4,4.0
MEX,SMR,2,4,4,4.0
MEX,SLE,2,4,4,4.0
AUT,MNG,2,4,4,4.0
BIH,TZA,2,4,4,4.0
BIH,UGA,2,4,4,4.0
BIH,URY,2,4,4,4.0
MKD,NAM,2,4,4,4.0
BIH,KHM,2,4,4,4.0
LIE,MNG,2,4,4,4.0
FRA,OMN,2,4,4,4.0
AUT,TLS,2,4,4,4.0
FJI,MHL,2,4,4,4.0
MLI,NOR,2,4,4,4.0
LIE,SDN,2,4,4,4.0
MLI,NLD,2,4,4,4.0
LIE,SGP,2,4,4,4.0
MLI,NIC,2,4,4,4.0
LIE,SOM,2,4,4,4.0
AUT,TCD,2,4,4,4.0
AUT,SYC,2,4,4,4.0
LIE,SYC,2,4,4,4.0
ARM,GEO,2,4,4,4.0
AUT,SOM,2,4,4,4.0
MKD,YEM,2,4,4,4.0
FJI,QAT,2,4,4,4.0
MKD,WSM,2,4,4,4.0
LIE,VEN,2,4,4,4.0
MLI,NZL,2,4,4,4.0
AUT,TTO,2,4,4,4.0
FJI,MAR,2,4,4,4.0
FIN,VNM,2,4,4,4.0
FIN,TKM,2,4,4,4.0
MLI,TUR,2,4,4,4.0
FIN,TTO,2,4,4,4.0
BIH,GUY,2,4,4,4.0
FIN,UGA,2,4,4,4.0
AUT,UGA,2,4,4,4.0
FIN,VEN,2,4,4,4.0
BHR,SRB,2,4,4,4.0
LIE,PNG,2,4,4,4.0
BRA,TTO,2,4,4,4.0
FIN,ZWE,2,4,4,4.0
FJI,GEO,2,4,4,4.0
MLI,SVN,2,4,4,4.0
LIE,PAN,2,4,4,4.0
FJI,KIR,2,4,4,4.0
MLI,PER,2,4,4,4.0
LIE,VNM,2,4,4,4.0
ARM,HRV,2,4,4,4.0
FJI,SWE,2,4,4,4.0
BIH,JAM,2,4,4,4.0
BRA,LKA,2,4,4,4.0
GRC,VEN,2,4,4,4.0
BRA,KHM,2,4,4,4.0
BRA,KEN,2,4,4,4.0
MKD,SAU,2,4,4,4.0
BRA,JAM,2,4,4,4.0
BRA,HND,2,4,4,4.0
